player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Giannis Antetokounmpo,antetgi01,2023,4574,2115,3.378602593709098,1.927022232524623,5.30562482623372,2.64694714825283,1.836528724263063,4.483475872515893,3.402392685939166,1.97827275362222,5.380665439561387,8.923683983445653,9.313686033964851,-.3900020505191995,3.450266519359481,1.22337688471515,4.673643404074632,1.632325649126796
Thanasis Antetokounmpo,antetth01,2023,460,211,-5.630552402794294,-3.92434269539153,-9.554895098185824,-9.563757748040638,-8.887884127757076,-18.45164187579772,-6.778177627717576,-5.231934085931179,-12.01011171364875,-.9910248489150096,-.9455954090367681,-.0454294398782415,-5.48958451986873,-5.543422251961508,-11.03300677183024,-.688948337670157
Cole Anthony,anthoco01,2023,3230,1552,1.922171601566426,-.5982074873528394,1.323964114213587,1.709357400950712,.2263581352787405,1.935715536229453,2.036866772919645,-.4631402414489068,1.573726531470738,3.396952855840931,3.396952855840931,0,1.469401100757681,-.3940414515286058,1.075359649229075,-.7873056369495007
O.G. Anunoby,anunoog01,2023,4888,2386,-.8581292048934516,1.894824119961798,1.036694915068347,-.2205462117301215,2.806218956852381,2.58567274512226,-.7895273925369426,2.19611487869557,1.406587486158627,5.079681327868191,5.079681327868191,0,.1016591616566338,2.935879331998649,3.037538493655283,.3932208857245182
Ryan Arcidiacono,arcidry01,2023,375,172,-7.087969984524985,2.313559208850141,-4.774410775674844,-10.77874876257573,6.769757970908694,-4.008990791667031,-8.304900528142621,3.438595942801163,-4.866304585341459,-.1847359821791341,-.1847359821791341,0,-6.911505894190365,1.624980419896468,-5.286525474293897,-.5016448566001264
Deni Avdija,avdijde01,2023,4198,2020,-1.920581651055842,.9549631306621548,-.965618520393687,-.6023590649547823,-.1800903218942217,-.782449386849004,-1.762021408649449,.7913161954800527,-.9707052131693961,1.834479471494147,1.834479471494147,0,-1.536854723726122,1.23015613904419,-.3066985846819323,.0402440823290638
Deandre Ayton,aytonde01,2023,4842,2354,-2.28097911509919,.0889641002520872,-2.192015014847102,-2.180722870656952,-1.802356829673467,-3.983079700330419,-2.407626465250124,-.3202870889655546,-2.727913554215678,.0181730881540648,.3748639501711042,-.3566908620170394,-2.28794243277191,.0807753517042189,-2.207167081067691,-.5178736478825775
Udoka Azubuike,azubuud01,2023,785,359,-4.865376574922037,.979419679845524,-3.885956895076513,-6.299387132153449,-1.953437221043024,-8.252824353196473,-5.484095821829059,.4670554570320787,-5.01704036479698,-.4133732294006315,-.4133732294006315,0,-5.826317149658714,-1.400340536684238,-7.226657686342953,-.4525997296007867
Marvin Bagley III,baglema01,2023,2066,990,-1.942499100062162,.9674902519888227,-.9750088480733394,-1.356408457432507,-1.741878662899646,-3.098287120332152,-1.875703859113274,.5225691540811566,-1.353134705032117,.7027748176940437,.7027748176940437,0,-2.050822659831054,-.4196888743664691,-2.470511534197523,-.3975603735320883
Patrick Baldwin Jr.,baldwpa01,2023,507,237,-2.48858266352091,-1.613876915558123,-4.102459579079033,-5.967143430297013,-3.024455756069492,-8.991599186366505,-3.363768620483333,-1.996714398550654,-5.360483019033988,-.3171134323419192,-.3244567902978561,.0073433579559369,-1.755022381454143,-2.555892464446047,-4.31091484590019,.3598688664232465
LaMelo Ball,ballla01,2023,2757,1268,1.819526217783188,-.3621583149936957,1.457367902789492,2.658502196157318,-3.271476262939958,-.6129740667826398,2.22135327474467,-.9817276985201808,1.239625576224489,2.620348369311582,2.620348369311582,0,2.710252628402781,-.1347986036660379,2.575454024736743,1.537870684823082
Mo Bamba,bambamo01,2023,1613,779,-1.430385111437959,-1.112776146380572,-2.543161257818531,1.54651035850533,1.11132870235404,2.657839060859369,-.8756354015721131,-.7230701249392434,-1.598705526511357,.4616744035035785,.4887580216224026,-.0270836181188241,-.9119300813517665,-1.56466666035794,-2.476596741709706,-.3906486297907736
Paolo Banchero,banchpa01,2023,5096,2430,-1.577063214409028,-.8801230195050767,-2.457186233914104,-.5153537044919074,-4.506574033709296,-5.021927738201204,-1.397951371207266,-1.690712841590382,-3.088664212797648,-.4215158109472696,-.4215158109472696,0,-1.596659606855104,-1.85270582820268,-3.449365435057784,.3953643167041727
Desmond Bane,banede01,2023,4448,2072,2.957002426614755,-.3050586000498567,2.651943826564898,3.633838560194918,1.506766585631306,5.140605145826224,3.271208298973276,.0126779924477435,3.28388629142102,6.412956873079668,6.229188210124355,.183768662955313,2.554425899420056,.2205239883583966,2.774949887778452,.6533559765977283
Dalano Banton,bantoda01,2023,588,279,-.9302759553148687,-1.506331452624652,-2.436607407939521,-4.532787936327304,-.7688046165489424,-5.301592552876246,-1.748278141079421,-1.453927311058937,-3.202205452138357,-.0643303088762835,-.0643303088762835,0,-1.589090630374729,-.9850312638516522,-2.574121894226381,-.0615266346758801
Dominick Barlow,barlodo01,2023,893,408,-2.056206583599012,.3429995519701388,-1.713207031628873,-3.192959791942321,-.3775420158395691,-3.57050180778189,-2.376548157715444,.3271499126933648,-2.049398245022079,.1455207764630825,.1455207764630825,0,-3.742244014627193,-.2896630469864778,-4.031907061613671,-.2198131451784147
Harrison Barnes,barneha02,2023,6075,2858,.5495735336665764,.6380523846188977,1.187625918285474,.6893225901567351,-.5610622996816987,.1282602904750365,.5775188066310112,.4425423789029022,1.020061185533913,5.52208292652767,5.439890239249526,.0821926872781438,.4395386570199586,.1386586842070279,.5781973412269864,.166046198242073
Scottie Barnes,barnesc01,2023,5507,2678,-.4147567376724784,.3979318629741533,-.0168248746983252,2.444975327336864,.8109769059734777,3.255952233310342,.1433316649177437,.4986065393812333,.6419382042989772,4.616106807831575,4.616106807831575,0,.8389055019950283,1.387223309606465,2.226128811601493,-.3996725629381163
RJ Barrett,barrerj01,2023,5830,2852,-.2750505110403516,-1.972689112892076,-2.247739623932428,-1.83650296783506,-4.132037268221439,-5.9685402360565,-.6562731202514986,-2.552780296541659,-3.209053416793157,-.6674891954133971,-.6511535866207538,-.0163356087926432,-.1345761088345825,-2.104576036621407,-2.239152145455989,.5149742239983804
Will Barton,bartowi01,2023,2072,993,-1.680239777697693,-4.069670841675517,-5.749910619373209,-4.813629470055679,-.6441087560310328,-5.457738226086712,-2.436231013138947,-3.596900911845935,-6.033131924984882,-1.656576483065121,-1.656576483065121,0,-1.92214045416892,-3.40560111121939,-5.32774156538831,-.3860825494732833
Charles Bassey,bassech01,2023,1093,508,-1.909734741935817,.2790382080178342,-1.630696533917983,-.6798367065157828,2.298228294940807,1.618391588425025,-1.709340629765453,.8258684648732388,-.8834721648922139,.484488024565402,.484488024565402,0,-2.597782589578361,-.5373713907936842,-3.135153980372045,.1498776306114348
Keita Bates-Diop,bateske01,2023,3121,1452,-1.03894241424069,-.1151362247374467,-1.154078638978136,-2.21231146673347,.6330887255122885,-1.579222741221181,-1.289113328774782,.1058934576219817,-1.183219871152801,1.160565147558754,1.160565147558754,0,-2.20191221542722,-.8890918525833261,-3.091004068010547,-.0105975609979045
Nicolas Batum,batumni01,2023,3802,1801,-.9563766339114915,.218913225993425,-.7374634079180665,.5084482745523525,1.897494311679528,2.405942586231881,-.7152013989806344,.578429233847892,-.1367721651327424,2.404218715392994,2.530491848304316,-.1262731329113218,-1.043109701517046,.5197622487541568,-.5233474527628896,.2436338792284165
Darius Bazley,bazleda01,2023,1308,616,-3.46431674504429,3.259677873660691,-.2046388713835999,-3.749091520608808,1.148625625724474,-2.600465894884334,-3.74403435279306,3.002865421129809,-.7411689316632508,.6302965203616597,.6302965203616597,0,-2.818986340636397,1.842422203835156,-.9765641368012411,-.0822451906498751
Bradley Beal,bealbr01,2023,3414,1673,2.350172078166883,-1.415671375955745,.9345007022111382,2.580052309335997,-.67485905859328,1.905193250742717,2.536572124188192,-1.33951019204679,1.197061932141402,3.349344260932766,3.349344260932766,0,2.279223077355803,-1.373811066209172,.9054120111466308,-.5910326868895338
Malik Beasley,beaslma01,2023,4649,2184,.367806832234413,-1.678406628448248,-1.310599796213835,-1.731910569902515,-1.420530062784398,-3.152440632686913,-.0562845496579754,-1.725122059782247,-1.781406609440223,1.081366417857897,1.255100736781542,-.1737343189236447,.3324271033964984,-1.720808672439585,-1.388381569043087,.4317587452074478
MarJon Beauchamp,beaucma01,2023,1516,706,-3.48878569196278,-1.588872311886659,-5.077658003849439,-3.519655763225296,-2.31263800169017,-5.832293764915466,-3.702568513191115,-1.883886286348297,-5.586454799539412,-1.027196723385139,-1.012430159597854,-.0147665637872852,-2.776232886194159,-1.767497785013924,-4.543730671208083,.5178398823272758
Davis Bertans,bertada01,2023,1028,492,.2435164484617263,-.9532250669850248,-.7097086185232985,-2.373500228303891,-.3949528755964225,-2.768453103900313,-.3056693738712112,-.8643236170872507,-1.169992990958462,.3982858275780662,.3982858275780662,0,-.0535458234176898,-1.801084917989179,-1.854630741406869,.4262715050358927
Patrick Beverley,beverpa01,2023,3786,1816,-2.759351840206178,.4345635300157509,-2.324788310190427,-1.504532466734987,-.5816308385592168,-2.086163305294203,-2.659123207374804,.2326813109758097,-2.426441896398995,.3197335720253616,.3197335720253616,0,-3.055193767130375,1.336031625078645,-1.71916214205173,-.7446529618998895
Saddiq Bey,beysa01,2023,4830,2262,1.382632371924221,-2.423271407338527,-1.040639035414306,2.368113359669865,-2.146459400459443,.2216539592104228,1.707710999510549,-2.471299513923845,-.7635885144132954,2.285906088974222,2.530577481804935,-.2446713928307132,1.422024221108664,-2.526856482335702,-1.104832261227038,-.0622695256427819
Khem Birch,birchkh01,2023,331,162,-6.402025581422166,-.8143829952741546,-7.21640857669632,-2.42312515403253,2.65682756328156,.2337024092490299,-5.984195086434701,-.147133585897551,-6.131328672332252,-.2777575881830907,-.2777575881830907,0,-6.006345635538354,-.1700399106365612,-6.176385546174915,-.6202273742387643
Goga Bitadze,bitadgo01,2023,955,457,-.0615266150321194,1.383295760301039,1.32176914526892,-1.112675486101066,4.905272998316022,3.792597512214955,-.2555373118428014,2.238357756771178,1.982820444928377,1.108665161635994,1.108665161635994,0,-.7342989099391208,.5478491215841399,-.186449788354981,-.0175103170761877
Bismack Biyombo,biyombi01,2023,1973,952,-4.11974175924942,.6104926906892664,-3.509249068560154,-.1378144473297245,.9373512275360633,.7995367802063387,-3.55875656028374,.6738653298701149,-2.884891230413624,-.0710108578207144,.223855691769449,-.2948665495901633,-3.532964588195563,.2961730374884122,-3.23679155070715,-.3743350527281461
Buddy Boeheim,boehebu01,2023,187,90,-2.401141222570518,-2.622044959240555,-5.023186181811074,-.9754881475338609,6.27193867231744,5.296450524783579,-2.220801728939762,-.8632228605554778,-3.08402458949524,-.0152465825739274,-.0152465825739274,0,-3.099874223314157,-2.029220775074021,-5.129094998388178,-.5998918283301622
Bogdan Bogdanovic,bogdabo01,2023,3514,1665,2.736995722002319,-.2732781160794968,2.463717605922822,3.929239024109407,-1.900926617021145,2.028312407088263,3.127454409016286,-.6109365989529344,2.516517810063352,4.483512041732784,3.415854129384279,1.067657912348504,3.514940548331718,-.5165683135744977,2.99837223475722,-.447619950251052
Bojan Bogdanovic,bogdabo02,2023,3990,1893,1.822895059953865,-3.144898743918275,-1.32200368396441,1.783406523557204,-3.210615799488348,-1.427209275931145,2.014861380542667,-3.300906495222317,-1.28604511467965,1.423839190038194,1.423839190038194,0,1.611661818650308,-3.542902124755482,-1.931240306105174,.7095120051043395
Bol Bol,bolbo01,2023,3165,1505,-3.057724917893209,-1.623599929110408,-4.681324847003618,-3.615245612435172,-.1926341170290508,-3.807879729464223,-3.326431600070617,-1.421151613434089,-4.747583213504706,-1.534799228627372,-1.534799228627372,0,-4.371401421507613,-2.353156801834534,-6.724558223342147,.0627090385894251
Leandro Bolmaro,bolmale01,2023,147,68,-11.53493304728556,7.470461938794029,-4.064471108491534,-6.446438603999128,10.25606937278981,3.809630768790685,-11.19512038630789,8.551235356637658,-2.643885029670235,.0037435550788752,.0037435550788752,0,-8.74012001285589,4.356798256150817,-4.383321756705072,1.701045877603367
Devin Booker,bookede01,2023,4744,2294,5.616372238748105,.0022128995529285,5.618585138301033,6.085777935273716,-1.933045958858946,4.152731976414769,6.044339993165073,-.4081085904193268,5.636231402745747,9.982043867494932,6.777622770828423,3.204421096666509,5.632922451996301,.3775249574936215,6.010447409489924,.6508316799421354
Brandon Boston Jr.,bostobr01,2023,531,249,.9342887824276706,-1.046943067226711,-.1126542847990406,-3.106057192877579,-3.212255636734831,-6.318312829612409,.1860234604903854,-1.534260424034772,-1.348236963544386,.1755553944362473,.2126012145471921,-.0370458201109449,-1.106657063227722,-1.574696244005838,-2.68135330723356,-.096780872659715
Chris Boucher,bouchch01,2023,3125,1523,.467703232733391,.1242094082818472,.5919126410152382,-3.072375838534953,.256324205271876,-2.816051633263077,-.259276300686301,.1495439179926514,-.1097323826936496,2.043302146471799,2.043302146471799,0,.3575893103631894,.2341276091393187,.591716919502508,-.4072202173804987
James Bouknight,bouknja01,2023,1097,515,-3.539089081822903,-2.397849687682432,-5.936938769505336,-4.095079816709937,1.481687143955105,-2.613392672754832,-3.786364558931732,-1.708378465778597,-5.494743024710328,-.7214770379175192,-.7214770379175192,0,-3.63510991913454,-2.198926766361923,-5.834036685496464,.0402473430167472
Jamaree Bouyea,bouyeja01,2023,138,71,-7.893678904198959,1.196071751402781,-6.697607152796177,-2.866231373308898,-5.507292706456234,-8.373524079765133,-7.319589414961446,-.1318555267769283,-7.451444941738373,-.1660583419387074,-.1660583419387074,0,-6.908869774902949,.5241673181267671,-6.384702456776182,-2.341954593646376
Tony Bradley,bradlto01,2023,80,33,-.7386501589626913,-7.299121211355629,-8.037771370318321,-2.147606381625065,6.454987559419154,4.307381177794088,-1.033367376979756,-4.894933384215151,-5.928300761194907,-.0540202676447145,-.0540202676447145,0,-1.334784048563289,-4.357353425037569,-5.692137473600858,.9591118792614498
Malaki Branham,branhma01,2023,3370,1550,-3.002240543826502,-4.312209066104687,-7.314449609931189,-1.025207998179525,-1.204147708258672,-2.229355706438197,-2.705441516145564,-3.872706112306859,-6.578147628452424,-3.045435998248001,-3.045435998248001,0,-2.758821572234108,-3.886860995586106,-6.645682567820215,.6034211615886819
Jarrell Brantley,brantja01,2023,80,39,5.772931578770443,2.230594884263872,8.003526463034316,.3681212652922398,9.784989509745147,10.15311077503739,5.032499319990625,4.018652905864427,9.051152225855052,.2328660939582907,.2328660939582907,0,2.430896610803693,-1.061654232520987,1.369242378282706,-.8385646145058306
Christian Braun,braunch01,2023,2952,1428,-1.551382056565433,.8353008773498088,-.7160811792156241,-5.996076459086923,1.38794916827402,-4.608127290812901,-2.590905492392005,.9828691860605283,-1.608036306331476,.8570575373914648,.3369968768440127,.5200606605474521,-2.301325968615655,.4611184446079479,-1.840207524007707,-.7452561952227238
Mikal Bridges,bridgmi01,2023,6380,3120,1.663674472646024,.4587973236631296,2.122471796309153,-.4637641645175307,-1.056913017994551,-1.520677182512082,1.318452773151327,.1532286684843835,1.47168144163571,6.714027557052721,6.762240735306325,-.0482131782536041,1.63057330590109,.8121934986295088,2.442766804530599,.2099915386421353
Oshae Brissett,brissos01,2023,2306,1083,-1.848931050396772,-1.363717475957206,-3.212648526353978,-.2667490953329503,.8475359592948959,.5807868639619456,-1.625209453473364,-.9462042020141569,-2.571413655487521,.0983536897955912,.0983536897955912,0,-.9443760364109415,-1.758995382511518,-2.70337141892246,-.3309877036967945
Malcolm Brogdon,brogdma01,2023,4593,2218,2.603196551913127,-1.231256116157663,1.371940435755464,-.6211820252930328,1.503527780229949,.8823457549369161,2.027653632492762,-.7780653739430579,1.249588258549704,4.506634657795987,4.048057522773065,.4585771350229215,1.827948708623313,-.7869499284820353,1.040998780141278,-.3921026319236869
Dillon Brooks,brookdi01,2023,5051,2381,-2.000625865066771,1.231090228056865,-.7695356370099052,-2.407223188880995,3.198306027366606,.7910828384856099,-2.214932876699336,1.667513095576517,-.547419781122819,2.662612159830931,3.008921612869547,-.3463094530386157,-2.243792205368375,2.140140656144649,-.1036515492237252,.0505248856251578
Bruce Brown,brownbr01,2023,5766,2810,-.3929014524977947,.8871161677831214,.4942147152853267,-4.491526207980575,.1800750491907159,-4.311451158789859,-1.312608437321183,.7748536100451413,-.5377548272760421,3.217455840133111,1.702305007096004,1.515150833037107,-.8288880931738288,.6943077848654168,-.1345803083084121,-.9755294682715722
Greg Brown III,browngr01,2023,203,93,-8.881708967225249,.6449351944625724,-8.236773772762676,-12.97196887472792,15.52738840500716,2.555419530279238,-10.28875063362915,3.82400646722958,-6.464744166399571,-.1772240401750843,-.1772240401750843,0,-10.2062338060791,1.594332666297874,-8.611901139781226,.552389683229434
Jaylen Brown,brownja02,2023,6542,3156,.5651027938163928,.19673141486948,.7618342086858728,-2.277575705193831,.6358059373857439,-1.641769767808086,-.0839569683219642,.2602514275237769,.1762944592018127,4.763899889509855,4.118037022240129,.6458628672697266,.9287480097007816,.5085872512630628,1.437335260963845,1.136041836186961
Kendall Brown,brownke03,2023,98,40,-3.49098566827222,2.732351326067485,-.758634342204735,-6.071039052050924,10.48407097584059,4.413031923789669,-4.217288162965798,4.588722546884829,.3714343839190306,.0652353308773358,.0652353308773358,0,-3.713183629696271,4.084580863846727,.3713972341504568,2.429138655801281
Moses Brown,brownmo01,2023,623,294,.94031326973385,2.343665049661025,3.283978319394875,1.826510852322941,2.586110928069001,4.412621780391943,1.209339151535894,2.552803175179325,3.762142326715219,.9845389936072407,.9845389936072407,0,.5377511332035996,1.287873456524691,1.825624589728291,.4840686504653705
Sterling Brown,brownst02,2023,60,24,-6.167125896877039,5.118781458034277,-1.048344438842762,.1950207670972758,4.348399970403266,4.543420737500542,-5.215187021772549,5.284205533912345,.0690185121397953,.0348381248772338,.0348381248772338,0,-5.010746946422046,2.676480897695768,-2.334266048726278,.9351373285630894
Troy Brown Jr.,browntr01,2023,4221,1984,-1.656367026068929,1.026793703805832,-.629573322263097,-1.073980977851553,-1.484255295201589,-2.558236273053142,-1.646502870661356,.5541448127673307,-1.092358057894026,1.667934467112286,1.604220310108168,.0637141570041181,-1.986268622153929,.5976598467229124,-1.388608775431016,-.7218459035507798
Jalen Brunson,brunsja01,2023,5693,2822,5.115748024167426,.185944504208664,5.301692528376091,6.734032829740194,-5.291662172153901,1.442370657586293,5.733472854500775,-.9604857903908349,4.77298706410994,10.85507387707258,8.137780878477287,2.717292998595288,6.254472652120407,-.1950132564085927,6.059459395711815,-.9519758490640039
Thomas Bryant,bryanth01,2023,2301,1081,-.6585591446303837,-1.307227731143846,-1.96578687577423,-.5485187398805825,-3.039460429101328,-3.58797916898191,-.6746386953125538,-1.753784878028009,-2.428423573340563,.1656988036472271,.1656988036472271,0,-1.472273387721783,-1.229137927128629,-2.701411314850412,-.0530871147528915
Reggie Bullock,bullore01,2023,4789,2364,-2.546561378517049,-1.843241323675085,-4.389802702192133,-2.054236749042984,-2.212974702347541,-4.267211451390525,-2.619634733033644,-2.00837707596233,-4.628011808995973,-2.244097869299486,-2.244097869299486,0,-2.832948768989765,-1.506391071964789,-4.339339840954555,-.9356033274511668
Alec Burks,burksal01,2023,2413,1122,2.756797327844438,-.3082417874201648,2.448555540424274,2.676956298418045,1.477685488036782,4.154641786454826,2.980922796410934,.1003137240661578,3.081236520477091,3.362254339041147,3.362254339041147,0,2.425598546379746,-.5233949253023473,1.902203621077399,.7316111879573101
Deonte Burton,burtode02,2023,14,6,-8.784481490400458,-1.625419095458109,-10.40990058585857,30.68716857054981,3.224706967048464,33.91187553759828,-1.053780695299255,-.6743169603966054,-1.72809765569586,.003181220117673,.003181220117673,0,-1.970982547319939,-2.276181504500318,-4.247164051820257,1.709179770407978
Jared Butler,butleja02,2023,165,77,1.649932386336461,.3828717193036487,2.03280410564011,-2.492262311843557,-.3522371935684007,-2.844499505411958,.8871526658955327,.243695869473027,1.13084853536856,.1533944152764777,.1533944152764777,0,2.055712701639291,-1.622885624905396,.4328270767338944,.6181582454421602
Jimmy Butler,butleji01,2023,6056,3012,6.424251904566579,1.263178164811795,7.687430069378375,.1968702067176416,-1.776203304082604,-1.579333097364962,5.52982699224914,.6870508666190825,6.216877858868222,13.79729140940171,10.11291686813983,3.684374541261885,4.798709248386093,1.351321628819521,6.150030877205613,-.6287419036580753
John Butler Jr.,butlejo01,2023,483,221,-6.349724294134058,-.7929188607659007,-7.142643154899958,-3.790386812500775,-1.72431375238713,-5.514700564887905,-6.18683323467234,-.9399537170264328,-7.126786951698773,-.4917387313232763,-.4917387313232763,0,-6.062949842484789,-2.195757516398438,-8.258707358883226,-.3604528546261354
Jamal Cain,cainja01,2023,514,240,1.388888273000952,.1981120282289204,1.587000301229872,-.5069872141239181,4.57891384526758,4.071926631143662,1.081810956417996,1.11042097535922,2.192231931777216,.6053308673325336,.6053308673325336,0,.753366727897408,1.103472948739329,1.856839676636737,.0274284163874614
Kentavious Caldwell-Pope,caldwke01,2023,6336,3052,-.3453082509389492,1.109144788679798,.7638365377408484,4.202047740168251,-.0720438534568054,4.130003886711445,.5613348636192824,.9228347750278013,1.484169638647084,6.650418372614305,5.804606518768964,.8458118538453402,.9722244590716147,1.043446901285209,2.015671360356824,.8436805063894386
Facundo Campazzo,campafa01,2023,108,52,-6.503672810355334,10.99241675804269,4.488743947687358,-10.29445122426457,11.9764486115396,1.681997387275031,-7.714986341465131,11.90422539854594,4.18923905708081,.1849851766579581,.1849851766579581,0,-6.579384427153526,9.088897554628815,2.509513127475289,.4848692340652404
Vlatko Cancar,cancavl01,2023,1865,899,-.9701196855791961,-.8231715424224946,-1.793291228001691,-4.490978397128153,-.5220390854721624,-5.013017482600316,-1.772602139258951,-.8237878100601259,-2.596389949319077,.0678370589830579,.2044174074853898,-.1365803485023319,-1.789153033549143,-1.940514203579181,-3.729667237128324,-.5875434522423304
Clint Capela,capelca01,2023,4036,1881,.1679881302601681,3.280624064414329,3.448612194674498,2.108540427022402,-2.078086001933956,.0304544250884465,.5585268230038815,2.378354022850389,2.93688084585427,5.445737242874942,5.031407054531996,.4143301883429457,.7830057989109893,2.400458465085554,3.183464263996543,-.4530771076071739
Vernon Carey Jr.,careyve01,2023,61,28,-7.085137010273541,2.091505730035412,-4.993631280238128,-25.62016460948382,17.60371648409353,-8.016448125390287,-11.4210307970371,5.440617621888161,-5.980413175148935,-.0463998652639811,-.0463998652639811,0,-10.10737526024498,1.000002486452843,-9.107372773792139,.5500155660541199
Jevon Carter,carteje01,2023,3979,1859,-1.27219092724087,-.3198225054840782,-1.592013432724948,-2.96218478860492,3.310078757775368,.3478939691704477,-1.702375346434092,.3640669493990972,-1.338308397034995,1.326907505147447,1.422587028771009,-.095679523623562,-1.447500741564975,.2635541356114692,-1.183946605953506,-.741995312599926
Michael Carter-Williams,cartemi01,2023,90,44,-1.629012695517817,-10.61344229911234,-12.24245499463016,-4.493937327786548,-13.27573418798006,-17.76967151576661,-2.276948322810367,-11.80780197005646,-14.08475029286683,-.2556431512833322,-.2556431512833322,0,-.6748878467340844,-10.28185076264297,-10.95673860937705,.4726783445276179
Wendell Carter Jr.,cartewe01,2023,3527,1690,-1.331781579225995,1.244118001616057,-.0876635776099384,-.5424384135906282,1.897176107537406,1.354737693946778,-1.213284879469245,1.452336552624479,.2390516731552342,2.577487644323496,2.577487644323496,0,-1.539421933418969,1.023367222024158,-.5160547113948109,.0083694471939683
Alex Caruso,carusal01,2023,3274,1575,-.5072538009698441,5.947729417296966,5.440475616327122,1.221988717080212,5.308633047842996,6.530621764923208,-.1428519032400534,6.133135546085906,5.990283642845853,7.039777636945359,7.039777636945359,0,-.2639781018468903,6.359903117250852,6.095925015403963,.2355657598042843
Justin Champagnie,champju01,2023,88,44,3.886833148986382,-3.521541230523662,.3652919184627185,5.322727102190404,-8.077941583509192,-2.755214481318789,4.349042705637569,-4.749753833559287,-.4007111279217183,.0505912614816799,.1026466552397517,-.0520553937580718,2.330788114187634,-5.460404824071301,-3.129616709883669,-1.206317024376987
Julian Champagnie,champju02,2023,696,320,-.6980813364887608,-2.695044226501214,-3.393125562989975,-.2767321791995294,-2.654879075127523,-2.931611254327052,-.586128135349698,-2.786112325919107,-3.372240461268805,-.1184369761098304,-.1184369761098304,0,-.587283804470515,-3.284169338301262,-3.871453142771776,.3422817522480224
